rider_name,year,uci_points
gianni moscon,2016,699.0
steven kruijswijk,2016,697.0
louis meintjes,2016,696.0
jan bakelants,2016,683.0
caleb ewan,2016,677.0
pierre latour,2016,674.0
jonathan castroviejo,2016,662.0
magnus cort nielsen,2016,657.0
arthur vichot,2016,650.0
darwin atapuma,2016,644.4000000953674
sam bennett,2016,644.0
jens debusschere,2016,642.0
anthony roux,2016,640.0
michael albasini,2016,637.0
sergio pardilla,2016,632.0
fabio felline,2016,628.0
ian stannard,2016,624.0
tony martin,2016,609.25
aleksey lutsenko,2016,605.0
luis leon sanchez,2016,596.0
dimitri claeys,2016,590.0
davide villella,2016,589.0
filippo pozzato,2016,587.0
dion smith,2016,586.8
daniel mclay,2016,586.0
kristoffer halvorsen,2016,586.0
nicolas roche,2016,583.0
viacheslav kuznetsov,2016,580.0
jasper stuyven,2016,563.0
rudy barbier,2016,563.0
gianni meersman,2016,557.0500000119209
mathew hayman,2016,553.0
stephen cummings,2016,551.0
nathan haas,2016,544.0
pieter vanspeybrouck,2016,539.0
jens keukeleire,2016,537.0
michael woods,2016,534.0
issak tesfom okubamariam,2016,526.0
edward theuns,2016,508.0
peter kennaugh,2016,508.0
davide formolo,2016,505.0
juan jose lobato,2016,494.0
ben hermans,2016,491.0
danny van poppel,2016,487.0
romain feillu,2016,487.0
primoz roglic,2016,484.0
ruben fernandez,2016,480.5
daniele bennati,2016,471.0
domenico pozzovivo,2016,468.0
roy jans,2016,463.0
mauro finetto,2016,458.5
vitaliy buts,2016,455.32999992370605
sergei chernetski,2016,451.0
grega bole,2016,450.0
david de la cruz,2016,449.2
heinrich haussler,2016,449.0
ariel maximiliano richeze,2016,444.5
amaury capiot,2016,443.0
pello bilbao,2016,442.0
pascal ackermann,2016,438.0
olivier pardini,2016,436.0
nikias arndt,2016,434.0
sylvain chavanel,2016,433.0
mikel landa,2016,429.0
jakub mareczko,2016,426.0
niccolo bonifazio,2016,425.0
robert gesink,2016,425.0
sondre holst enger,2016,425.0
marco marcato,2016,424.0
luke rowe,2016,423.0
sergey firsanov,2016,423.0
adrien petit,2016,420.0
roman maikin,2016,418.0
andrea fedi,2016,415.0
anthony turgis,2016,413.0
arvin moazemi goudarzi,2016,411.0
xandro meurisse,2016,411.0
maurits lammertink,2016,406.0
tom jelte slagter,2016,406.0
jean pierre drucker,2016,405.0
jerome baugnies,2016,405.0
thomas voeckler,2016,404.0
jos van emden,2016,403.0
vasil kiryienka,2016,403.0
sam oomen,2016,402.0
alexis vuillermoz,2016,396.0
jonas van genechten,2016,396.0
jay mccarthy,2016,388.5
jose goncalves,2016,387.0
dylan van baarle,2016,382.0
gorka izagirre,2016,381.5
jesus herrada lopez,2016,380.0
simon spilak,2016,377.0
jacopo guarnieri,2016,373.0
mark renshaw,2016,373.0
mikel nieve,2016,366.0
pieter weening,2016,366.0
anthony delaplace,2016,365.0
king lok cheung,2016,365.0
rodolfo andres torres,2016,363.0
florian senechal,2016,362.0
reto hollenstein,2016,362.0
hugh carthy,2016,361.0
nelson oliveira,2016,359.0
andrey amador,2016,356.0
carlos barbero,2016,356.0
george bennett,2016,355.0
matteo busato,2016,353.0
wout van aert,2016,350.0
sacha modolo,2016,349.0
scott thwaites,2016,349.0
matej mugerli,2016,347.0
sean de bie,2016,347.0
mathias frank,2016,345.0
huub duijn,2016,344.0
adrien costa,2016,342.0
phil bauhaus,2016,340.0
damiano caruso,2016,338.0
alexandre geniez,2016,337.2999999523163
siarhei papok,2016,337.2
davide rebellin,2016,336.2
kristian sbaragli,2016,335.0
maciej bodnar,2016,335.0
ramunas navardauskas,2016,333.0
bert van lerberghe,2016,332.0
julien duval,2016,332.0
maciej paterski,2016,329.75
nicolas edet,2016,329.0
andrey zeits,2016,328.0
markus eibegger,2016,328.0
mirsamad pourseyedi,2016,327.0
soufiane haddi,2016,326.0
lilian calmejane,2016,325.6
jerome coppel,2016,322.0
andrea pasqualon,2016,319.0
julien simon,2016,319.0
mykhaylo kononenko,2016,318.3
nicola ruffoni,2016,317.0
clement venturini,2016,315.0
lachlan morton,2016,314.0
daniel navarro,2016,312.0
loic vliegen,2016,312.0
manuele mori,2016,312.0
rein taaramae,2016,312.0
reinardt janse van rensburg,2016,311.0
brendan canty,2016,310.0
sergiy lagkuti,2016,309.3
leigh howard,2016,304.0
mihkel raim,2016,304.0
christopher juul jensen,2016,300.0
peter schulting,2016,300.0
amund grondahl jansen,2016,299.0
amir kolahdozhagh,2016,298.0
luca wackermann,2016,298.0
yukiya arashiro,2016,297.0
raymond kreder,2016,295.0
yves lampaert,2016,294.2
hubert dupont,2016,293.0
lawson craddock,2016,293.0
francisco mancebo,2016,292.5
joni brandao,2016,292.0
mauricio ortega ramirez,2016,292.0
oleksandr polivoda,2016,291.0
leonardo duque,2016,286.0
aleksejs saramotins,2016,285.0
jelle vanendert,2016,285.0
ryan roth,2016,285.0
adil barbari,2016,282.0
patrick schelling,2016,282.0
vincenzo albanese,2016,282.0
oscar gatto,2016,280.0
andrei grivko,2016,278.0
emanuel buchmann,2016,275.0
robin carpenter,2016,274.0
tao geoghegan hart,2016,274.0
andrea palini,2016,272.5
aidis kruopis,2016,272.0
imanol erviti,2016,272.0
mads wurtz schmidt,2016,271.0
nikita stalnov,2016,271.0
oscar pujol munoz,2016,271.0
pieter serry,2016,270.2
stef clement,2016,270.0
david arroyo,2016,269.0
arnold jeannesson,2016,268.0
lars boom,2016,268.0
brent bookwalter,2016,267.0
thomas boudat,2016,266.60000002384186
serge pauwels,2016,266.0
johan le bon,2016,265.5
joey rosskopf,2016,264.2
jesper hansen 1,2016,262.5
mads pedersen,2016,262.0
thomas de gendt,2016,260.0
tom van asbroeck,2016,260.0
alexander porsev,2016,258.0
jonathan klever caicedo,2016,257.0
pierre rolland,2016,257.0
jelle wallays,2016,256.0
paul voss,2016,256.0
stijn vandenbergh,2016,256.0
matija kvasina,2016,254.0
wouter wippert,2016,253.5
david gaudu,2016,252.0
dries de bondt,2016,251.0
youcef reguigui,2016,251.0
lieuwe westra,2016,250.0
marcel sieberg,2016,249.0
maxime monfort,2016,249.0
alexey tsatevich,2016,248.0
angel madrazo,2016,248.0
nils politt,2016,247.0
jan tratnik,2016,245.0
ghader mizbani,2016,244.0
andriy vasylyuk,2016,243.3
garikoitz bravo,2016,242.0
leopold konig,2016,241.0
marek rutkiewicz,2016,241.0
merhawi kudus,2016,241.0
pim ligthart,2016,241.0
travis mccabe,2016,240.0
yauheni hutarovich,2016,240.0
essaid abelouache,2016,239.0
marco benfatto,2016,239.0
lukasz wisniowski,2016,236.5
moreno moser,2016,236.0
yevgeniy gidich,2016,236.0
manuel belletti,2016,235.0
yonathan monsalve,2016,234.0
michele scarponi,2016,233.75
giulio ciccone,2016,233.0
tomas vaitkus,2016,232.0
matthieu ladagnous,2016,230.3
alex kirsch,2016,230.0
guillaume martin,2016,230.0
patrick bevin,2016,228.5
brayan stiven ramirez chacon,2016,228.0
odd christian eiking,2016,228.0
kanstantsin siutsou,2016,227.0
marco tizza,2016,227.0
pawel franczak,2016,226.0
victor de la parte,2016,226.0
david tanner,2016,224.0
yannis yssaad,2016,222.0
floris gerts,2016,221.5
simon clarke,2016,221.0
karol domagalski,2016,220.8
frank schleck,2016,220.0
jose mendes,2016,220.0
martin elmiger,2016,220.0
michael storer,2016,219.5
mouhssine lahsaini,2016,219.0
tim declercq,2016,219.0
kevyn ista,2016,218.0
bart de clercq,2016,217.0
chris opie,2016,216.8
daniel oss,2016,216.2
przemyslaw niemiec,2016,216.0
eduardo sepulveda,2016,215.0
cyril gautier,2016,213.0
matej mohoric,2016,213.0
sergey lagutin,2016,213.0
benjamin prades reverter,2016,212.0
evan huffman,2016,211.5
daniel alexander jaramillo diez,2016,211.0
david per,2016,211.0
michael schar,2016,210.0
ryan mullen,2016,210.0
floris de tier,2016,209.0
sebastian henao,2016,209.0
elia viviani,2016,208.0
luka mezgec,2016,205.0
michael gogl,2016,205.0
simon geschke,2016,205.0
amanuel ghebreigzabhier,2016,204.0
johim ariesen,2016,203.0
jonathan hivert,2016,203.0
mikael cherel,2016,203.0
tim merlier,2016,203.0
maris bogdanovics,2016,201.0
maxime vantomme,2016,201.0
nikolay mihaylov,2016,201.0
manuel quinziato,2016,200.25
luke durbridge,2016,198.5
egor silin,2016,198.0
patrick konrad,2016,198.0
steve morabito,2016,197.0
dayer quintana rojas,2016,196.25
maximilian schachmann,2016,196.2
matteo montaguti,2016,196.0
eliot lietaer,2016,195.0
nariyuki masuda,2016,195.0
daryl impey,2016,194.0
delio fernandez,2016,193.0
pavel kochetkov,2016,193.0
steele von hoff,2016,193.0
dario cataldo,2016,192.0
robbie hucker,2016,192.0
stanislau bazhkou,2016,191.2
alberto cecchin,2016,191.0
jonathan dibben,2016,191.0
yoann offredo,2016,189.0
luis angel mate,2016,188.0
marco mathis,2016,188.0
mark mcnally,2016,188.0
radoslav rogina,2016,188.0
adil jelloul,2016,187.5
javier moreno,2016,187.5
joeri stallaert,2016,187.0
rahim emami,2016,187.0
igor anton,2016,186.0
marco frapporti,2016,185.0
mekseb debesay,2016,185.0
zhandos bizhigitov,2016,185.0
coen vermeltfoort,2016,184.0
joseph areruya,2016,184.0
alexander kamp,2016,183.0
jeroen meijers,2016,183.0
rob britton,2016,183.0
gijs van hoecke,2016,182.0
rasmus guldhammer,2016,181.0
alexandr shushemoin,2016,180.0
filippo fortin,2016,180.0
rinaldo nocentini,2016,180.0
bjorg lambrecht,2016,179.0
lachlan norris,2016,179.0
quentin pacher,2016,179.0
marc sarreau,2016,177.8
edward ravasi,2016,176.0
gaetan bille,2016,176.0
meiyin wang,2016,176.0
martin toft madsen,2016,175.5
alessandro de marchi,2016,175.0
davide vigano,2016,175.0
eduard michael grosu,2016,175.0
roman villalobos,2016,175.0
eduard prades,2016,174.0
marc fournier,2016,174.0
antonino parrinello,2016,173.0
jack haig,2016,173.0
felix grossschartner,2016,172.0
lawrence warbasse,2016,172.0
moreno hofland,2016,172.0
yonder godoy,2016,171.0
max walscheid,2016,170.0
metkel eyob,2016,170.0
rafael valls,2016,170.0
silvan dillier,2016,170.0
javier megias,2016,169.0
erik baska,2016,168.5
aksel nommela,2016,168.25
roberto ferrari,2016,168.0
kenny elissonde,2016,167.0
soren kragh andersen,2016,166.0
daniele ratto,2016,165.0
loic chetout,2016,165.0
taylor phinney,2016,164.25
reidar bohlin borgersen,2016,164.0
matvey mamykin,2016,163.0
michel kreder,2016,163.0
florian vachon,2016,162.0
jesper asselman,2016,162.0
nathan van hooydonck,2016,161.2
andrea vendrame,2016,161.0
damien howson,2016,161.0
egan bernal,2016,161.0
karel hnik,2016,161.0
neilson powless,2016,161.0
kilian frankiny,2016,160.66600000858307
natnael berhane,2016,160.0
ricardo vilela,2016,160.0
jean christophe peraud,2016,159.0
daniel teklehaimanot,2016,158.0
stefano pirazzi,2016,158.0
laurens de vreese,2016,157.0
lorrenzo manzin,2016,157.0
danilo wyss,2016,156.40000009536743
fumiyuki beppu,2016,156.0
jan barta,2016,156.0
jan hirt,2016,155.0
matti breschel,2016,155.0
peter williams 1,2016,154.75
damiano cunego,2016,154.0
andrea guardini,2016,153.0
hyo suk gong,2016,153.0
jasha sutterlin,2016,153.0
lars petter nordhaug,2016,153.0
michael morkov,2016,153.0
simone consonni,2016,153.0
stephane rossetto,2016,153.0
eric marcotte,2016,152.0
manuel rodas,2016,152.0
maxime bouet,2016,152.0
alo jakin,2016,151.5
adam blythe,2016,150.0
franco pellizotti,2016,150.0
paolo simion,2016,150.0
pawel cieslik,2016,150.0
roger kluge,2016,150.0
william bonnet,2016,150.0
remi cavagna,2016,149.5
stefan kung,2016,149.2
armindo fonseca,2016,149.0
sander armee,2016,149.0
eder frayre,2016,148.0
gregor muhlberger,2016,148.0
jon aberasturi,2016,148.0
ryan anderson,2016,148.0
grzegorz stepniak,2016,147.0
zakkari dempster,2016,147.0
alois kankovsky,2016,146.0
david menut,2016,146.0
georg preidler,2016,146.0
marco canola,2016,146.0
amael moinard,2016,145.0
kirill pozdnyakov,2016,144.0
